text,clean,adv-16,adv-32,adv-64,adv-inf,clean-denoised,adv-16-denoised,adv-32-denoised,adv-64-denoised,adv-inf-denoised
"This question refers to the following information.
""The Italian nation has been at last united in our own days, and we all rejoiced in its union. Yet we may be allowed to doubt whether the union was not a little too speedy and a little too thorough. It is surely carrying unity too far to wipe out all traces of the independent being, for most purposes to wipe out the very name, of such a land as Sicily. It jars on our feelings to find that, while Ireland at least forms part of the royal style of its sovereign, Sicily is no longer even a geographical expression. The island realm of Roger has sunk to be seven provinces of the kingdom on the mainland. And there is another result of Italian unity, a result in which we may rejoice without drawbacks, but which still has somewhat of sadness about it as finally ending that great phase of the history of Europe with which we have throughout been dealing. Never were ties with the past so fully snapped as when the army of Italy entered liberated Rome. Of all novelties in European history the greatest was when Rome became the centre of a dominion with acknowledged metes and bounds, the head in short of a local Italian kingdom. ""Rome the capital of Italy"" was a formula which might well gladden our hearts; but it was a formula which formally swept away the œcumenical position, the œcumenical traditions, of Rome&….
But the kingdom of Italy is not an appendage to Rome; Rome is the head of the kingdom. The whole is greater than its part; Rome, by her own free will and by the free will of Italy, has become less than Italy. By becoming the willing head of an Italian kingdom she has formally cast aside her Imperial traditions as they were not cast aside when brute force made her the head of a French department.""
Edward A. Freeman, British historian and politician, The Chief Periods of European History, 1885
The author would likely take exception to the methods of which leader during this time period in Italy?	A.Napoleon III	B.Giuseppe Garibaldi	C.Victor Emmanuel	D.Count Cavour",0.0902099609375,0.0941162109375,0.10107421875,0.099609375,0.095947265625,0.09088134765625,0.09393310546875,0.09698486328125,0.10052490234375,0.0926513671875
Which of the following situations does NOT occur in a federal state?	A.Central government possesses a two-level system of government.	B.Central government governs country as a single unit.	C.It often possesses a written constitution.	D.Lower-level divisions have unique powers.,0.07208251953125,0.0799560546875,0.08184814453125,0.08294677734375,0.071044921875,0.0745849609375,0.0771484375,0.0802001953125,0.08050537109375,0.0692138671875
"Which of the following accurately describes congressional committees? I. The committee chairpersons always belong to the majority party. II. Seats on each committee are divided between the two major parties in exact proportion to the parties' representation in Congress. III. They recommend whether Congress should pass various pieces of legislation, and those recommendations are always approved by the full congressional body. IV. When a committee vote results in a tie, the vice president casts the tie-breaking vote.	A.I only	B.II only	C.I and III only	D.II and III only",0.0552978515625,0.05975341796875,0.06549072265625,0.06414794921875,0.060791015625,0.055908203125,0.05877685546875,0.062744140625,0.06439208984375,0.059234619140625
Which of the following would lead to an expansion of the money supply?	A.The FED raises the discount rate.	B.The FED buys government securities in the secondary market.	C.The federal government deficit-spends.	D.The FED raises reserve requirements.,0.072509765625,0.0755615234375,0.07977294921875,0.0784912109375,0.0751953125,0.07415771484375,0.0751953125,0.0767822265625,0.0782470703125,0.074951171875
"Exits on a highway are numbered consecutively from 1 to 50. The distance from exit 41 to exit 50 is 100 km. If each exit is at least 6 km from the next exit, what is the longest possible distance, in kilometers, between exit 47 and exit 48?	A.52	B.51	C.50	D.49",0.0771484375,0.07965087890625,0.0826416015625,0.08148193359375,0.07586669921875,0.0792236328125,0.07958984375,0.08355712890625,0.0845947265625,0.07330322265625
"If average household income rises and we observe that the demand for pork chops increases, pork chops must be	A.an inferior good.	B.a normal good.	C.a surplus good.	D.a public good.",0.08282470703125,0.087646484375,0.08990478515625,0.08966064453125,0.077392578125,0.08392333984375,0.0870361328125,0.0894775390625,0.0916748046875,0.07696533203125
A lightweight toy car crashes head-on into a heavier toy truck. Which of the following statements is true as a result of the collision? I. The car will experience a greater impulse than the truck. II. The car will experience a greater change in momentum than the truck. III. The magnitude of the acceleration experienced by the car will be greater than that experienced by the truck.	A.I and II only	B.II only	C.III only	D.II and III only,0.07550048828125,0.0784912109375,0.08184814453125,0.0830078125,0.08441162109375,0.07464599609375,0.07794189453125,0.07958984375,0.0838623046875,0.08203125
Alyssa presents one group of shoppers with an advertisement for milk that is 99 percent fat free and another group of shoppers with an advertisement for milk that is 1 percent fat. What is Alyssa most likely testing?	A.representativeness heuristic	B.confirmation bias	C.schema	D.framing,0.10479736328125,0.10589599609375,0.1090087890625,0.10955810546875,0.098388671875,0.105712890625,0.10699462890625,0.1112060546875,0.11114501953125,0.0966796875
"What are the mean and standard deviation of a binomial experiment that occurs with probability of success 0.76 and is repeated 150 times?	A.114, 27.35	B.100.5, 5.23	C.114, 5.23	D.The mean is 114, but there is not enough information given to determine the standard deviation.",0.05572509765625,0.0584716796875,0.06048583984375,0.05804443359375,0.05401611328125,0.057952880859375,0.05828857421875,0.060577392578125,0.061248779296875,0.052276611328125
"This question refers to the following information.
Our leaders talk about stopping aggression from the north, but this was a struggle among groups of Vietnamese until we intervened. We seem bent upon saving the Vietnamese from Ho Chi Minh even if we have to kill them and demolish their country to do it. As the native people survey bombed-out villages, women and children burned by napalm, rice crops destroyed and cities overrun with our military personnel, they are doubtless saying secretly of the Vietcong guerillas and of the American forces, ""A plague on both your houses."" … Stop the bombing, north and south, end search and destroy offensive sweeps, and confine our military action to holding operations on the ground. Bombing the north has failed to halt or seriously check the flow of troops to the south and may, in fact, have prompted a much greater war effort by Hanoi.
—Senator George McGovern, ""The Lessons of Vietnam,"" April 25, 1967
The sentiments expressed in the speech most directly reflect which popular attitude that became widespread in the 1960s?	A.The United States should embrace isolationism.	B.The United States should use force to spread American ideals abroad.	C.American commanders were not being given enough weapons in Vietnam.	D.Government statements about Vietnam could not be trusted.",0.088623046875,0.09149169921875,0.097900390625,0.09686279296875,0.08880615234375,0.08917236328125,0.092041015625,0.0960693359375,0.0972900390625,0.085693359375
"This question refers to the following information.
""In Northern India the existence of separate States at this period is usually little more than a question of words. A zamindar who paid revenue to the Mogul was clearly in a position of dependence, and if he wished to establish a claim to sovereignty, the first step was to refuse, or omit to pay revenue. Such an omission might, however, arise from various other causes, and it is probable that in Rajputana, Central India, and Chota Nagpur there were numerous chiefs and tribes occupying what constitutional lawyers would regard as an anomalous position, sometimes paying the stipulated revenue, sometimes in open rebellion, and sometimes enjoying practical independence because the Mogul authorities found it inconvenient to undertake active measures of coercion.""
W.H. Moreland, India at the Death of Akbar, 1920
Which of the following characteristics most accurately defines the ""zamindar[s]"" mentioned in the text?	A.Muslim landowners	B.Buddhist peasants	C.Sikh nobility	D.Hindu aristocrats",0.09027099609375,0.09368896484375,0.09869384765625,0.0987548828125,0.09466552734375,0.09088134765625,0.09417724609375,0.09771728515625,0.09979248046875,0.091552734375
Comparisons of gay and lesbian couples with heterosexual married couples show that gay and lesbian couples	A.Are far less satisfied with their relationship	B.Show many of the same characteristics	C.Always attempt to conceal their relationship	D.Are usually more satisfied with their relationship,0.0723876953125,0.07586669921875,0.080078125,0.0802001953125,0.06817626953125,0.0723876953125,0.07550048828125,0.0787353515625,0.08056640625,0.0672607421875
Axl Tulip has a thin clear discharge coming from his penis and mild discomfort when he urinates. He is most likely suffering from _______ and should be treated with ________.	A.gonorrhea penicillin	B.gonorrhea tetracycline	C.chlamydia penicillin	D.chlamydia tetracycline,0.09442138671875,0.09771728515625,0.101806640625,0.10137939453125,0.09271240234375,0.09515380859375,0.0977783203125,0.1031494140625,0.1065673828125,0.08990478515625
"What kind of passage does qualify as 'innocent passage'?	A.Innocent passage is the passage that does not involve any criminal activity	B.A vessel's passage is considered 'innocent' where it is not prejudicial to the peace, good order or security of the coastal State	C.Innocent passage concerns only vessels of the same nationality with the coastal State	D.Innocent passage concerns only the passage of merchant vessels and not of warships",0.0609130859375,0.06317138671875,0.06964111328125,0.06842041015625,0.0623779296875,0.06109619140625,0.0633544921875,0.06890869140625,0.0694580078125,0.0589599609375
Which one of the following doctrines is not associated with Natural Law thinking	A.Doctrine of substituted security	B.Doctrine of due process	C.Doctrine of bias	D.Doctrine of reasonableness,0.05633544921875,0.060455322265625,0.0654296875,0.06561279296875,0.054840087890625,0.057952880859375,0.058349609375,0.0628662109375,0.06591796875,0.0528564453125
"Which of the following fallacies happens when someone argues that a claim should be accepted based on evidence that is not presented, but is asserted to be well known or obvious.	A.self evident truths	B.suppressed evidence	C.appeal to pride	D.ad populum",0.0904541015625,0.0938720703125,0.0970458984375,0.09869384765625,0.09136962890625,0.0924072265625,0.09326171875,0.0975341796875,0.098876953125,0.09075927734375
Which of the following guidelines is applicable to initialization of the weight vector in a fully connected neural network.	A.Should not set it to zero since otherwise it will cause overfitting	B.Should not set it to zero since otherwise (stochastic) gradient descent will explore a very small space	C.Should set it to zero since otherwise it causes a bias	D.Should set it to zero in order to preserve symmetry across all neurons,0.06939697265625,0.07086181640625,0.07269287109375,0.074462890625,0.066162109375,0.0677490234375,0.07073974609375,0.07318115234375,0.0753173828125,0.0638427734375
Simon (1960) is associated with what type of decision making model?	A.Rational	B.Classical	C.Programmed	D.Administrative,0.08416748046875,0.08807373046875,0.09246826171875,0.09088134765625,0.08099365234375,0.08721923828125,0.086669921875,0.09197998046875,0.09307861328125,0.07928466796875
___________ act as cues by indicating to a potential customer that there is a bargain to be had.	A.Odd-number pricing.	B.Sale signs.	C.Relative price.	D.Price surplus.,0.08465576171875,0.08795166015625,0.089599609375,0.08856201171875,0.08087158203125,0.0853271484375,0.08758544921875,0.0908203125,0.0919189453125,0.0816650390625
